Air Temp (°C),Process Temp (°C),Rotational Speed (RPM),Torque (Nm),Tool Wear (Seconds),Target,Failure Types
24.039596989942503,62.954714053659714,2171.130020798475,61.58387277431388,4674.2460486500595,0,No Failure
28.49090358121095,73.98438939370956,1668.900755981339,58.18852901170766,2680.134254620359,0,No Failure
23.928379261632642,65.99217373799607,1761.4632573638587,51.23233121474526,9760.903760342266,0,No Failure
25.325232686484867,61.85674238744329,1199.8400586301877,55.66156874837465,5797.180952330819,0,No Failure
28.749653990469398,73.94769184711895,2187.4742773591615,63.98586607122984,8168.696847625677,0,No Failure
24.640360206367088,62.20529472733655,1800.4255380923455,66.76224278803977,6770.283844930307,0,No Failure
25.03358361597047,76.17445038398179,1469.5120778481557,62.74570562305378,4954.826967748037,0,No Failure
21.992617179609727,73.80893855149182,2338.262431050482,55.56199614841595,3608.3577118076078,0,No Failure
29.188079849908352,78.2759799282682,2465.8243341297134,51.10460983881215,8844.176849968811,0,No Failure
22.224952889255725,78.91702159009164,1533.2825615006068,61.06351854009988,10920.547812014813,0,No Failure
28.597136912728082,65.45223623970249,1274.314264570027,62.54284288492931,2303.9064362274125,0,No Failure
23.03959371305733,78.82325177896601,2375.526203910932,60.334517854870974,10936.196858807825,0,No Failure
23.855513648223354,74.59098593526457,1108.0189672868623,50.6206312277658,11909.446416007106,0,No Failure
29.462418185335427,75.50586049570532,1718.1763845395203,56.61198519593372,8941.17397000855,0,No Failure
22.25225006487349,63.91530603665179,2213.157923129512,61.16669055797518,2843.3323846134076,0,No Failure
26.61566799957615,61.723735079701314,1989.2757847107423,53.87388158420427,11532.290017121119,0,No Failure
29.180976601405508,69.82823476624496,2237.9155529485224,66.81016948389714,4182.253236004337,0,No Failure
20.113351417072362,65.51813124593616,2012.9522612680412,58.328320175947646,4287.226514371451,0,No Failure
21.857802477752475,78.71910404773729,2296.0054453229,67.4102627927123,8485.416363445765,0,No Failure
28.041148138666728,77.89310152633252,1337.241808624572,53.29446800461431,8587.922484012453,0,No Failure
27.053467767603454,69.27845473775733,1383.4549022152128,50.310335992752606,7439.00944840814,0,No Failure
26.123007775150814,66.23360922771221,1046.8699424800955,68.72915431511348,910.8419935405338,0,No Failure
20.536019724802173,69.97356050838002,2238.235468899732,65.72169851653928,5339.091073940661,0,No Failure
29.031737721354517,62.501730931933814,1928.140871193972,52.45046741050968,3343.704723974116,0,No Failure
29.843938866964574,67.35504294916136,2197.141024029269,55.190408682501804,6859.094862943493,0,No Failure
27.787938533235398,64.81055615695414,1802.8371454713338,59.56775684314415,6459.8334129266495,0,No Failure
23.814837147742303,79.94812984193118,1286.218647059619,56.76895606560143,2616.14976081752,0,No Failure
22.52774590334695,62.588099772715715,2187.317055506005,62.033666309858376,11762.154193418995,0,No Failure
24.056705264749677,68.93954524107808,2336.7596327629453,68.86546210483755,9452.645423923652,0,No Failure
26.2924977317787,61.66897472487791,1586.6231728060263,55.30888859776286,2267.107566371404,0,No Failure
20.834622800658593,78.24181826299318,1623.5187341542724,58.75620609908701,730.7692292594398,0,No Failure
28.720345099177912,78.93862655893426,1038.2069391913087,57.534269774700206,1328.2881184649345,0,No Failure
28.089183078465602,74.58653117404988,1907.0144140457921,55.64623687960247,3122.340062447997,0,No Failure
27.957242094668374,69.5002711565432,1038.7179239228574,55.50168730977531,5893.522961208019,0,No Failure
21.20398734851217,67.48011874729129,1236.1381633384335,66.32338751009235,6068.672931827307,0,No Failure
25.1220043666493,75.76804165360242,1114.0655067698467,50.953541060406636,10856.162805826838,0,No Failure
20.006369693851546,73.4436869115946,1695.3689199771768,68.91830500989812,2496.8088146075897,0,No Failure
28.61224830748121,65.11719088715294,2098.090075986803,50.05925002413643,4968.1310882011685,0,No Failure
22.17847709768781,69.27707447091296,1048.638982414945,58.37304367409587,1332.3907112914521,0,No Failure
22.50700931053287,68.63681397391662,1016.1944837990274,59.77241269408867,1356.1817794156586,0,No Failure
20.52388407919232,67.87942685203231,1595.3288660485523,50.68033234922152,9927.346272937402,0,No Failure
23.096552152087085,74.56054043898368,1525.8452349843024,68.76684091080901,11683.038958332934,0,No Failure
23.507242425711468,64.97054503960706,1638.4334920797723,60.509215571871465,9848.36420999803,0,No Failure
22.07870928044829,79.49898771051458,2337.036313662497,68.95189071679856,3532.1737773814834,0,No Failure
28.89786620948812,72.74548161974522,1962.2181944557676,61.26700112082026,4668.629090322054,0,No Failure
25.387050123660398,74.67012668478225,1530.7793532465487,51.949656011522144,7363.410388303706,0,No Failure
28.650970431446073,77.35439154348674,2183.345025439713,57.57333001106155,9415.100576043485,0,No Failure
27.24957537866586,72.76589707642492,1927.7418712242647,65.23442370330847,5641.070942114396,0,No Failure
20.33227832451384,79.42644105015258,1292.6002808469889,68.01782783800688,8618.070520274763,0,No Failure
22.66455325565365,66.53381325530566,1101.9970523500554,64.05713181529444,10088.985741070037,0,No Failure
23.31669372192613,69.01558313696339,2027.4929262703085,63.09846491045518,4541.293192682221,0,No Failure
26.17351421073093,63.57193798570821,2156.376889089731,67.88230691398664,4119.645796987781,0,No Failure
23.31628968174489,79.28555489184524,2390.3638049259116,62.49844802392953,3837.4151825451954,0,No Failure
27.277114928678344,74.29744447962105,1644.3988816980886,51.08133096136176,6658.965171032091,0,No Failure
28.12454926242648,79.71421957853917,1987.8373678656326,57.212535464384324,3802.713500109076,0,No Failure
21.5847552525026,61.473940699830834,1016.3493879842555,51.120699673531576,4832.034895002511,0,No Failure
27.431613920728992,69.56360083765541,1406.5279140934197,69.7421379915414,4551.040129407843,0,No Failure
21.516394790217504,60.220845099398765,2263.254434523804,55.318589124100946,34.0665661141597,0,No Failure
20.52415760638598,76.41468986618662,1665.9689082593914,58.633605784655046,8415.709044224626,0,No Failure
28.075335457730375,65.32700397043186,2445.454757997794,69.41900169702541,1050.8840749315834,0,No Failure
26.207762654588155,64.38013125911586,1556.6611878729277,58.1587789688395,2594.5772314597925,0,No Failure
25.498807586305176,63.53389249227087,2048.615841617868,51.78120080328425,11335.719029298025,0,No Failure
24.36359683715848,62.819001883904455,1461.1193560113493,64.76467573756308,7099.240060645364,0,No Failure
24.380384012663256,70.83735657675439,2245.7336919616373,61.945251764186814,6646.978757703699,0,No Failure
29.418655624722746,73.0215153521729,2496.61849450064,66.64424264301363,3820.465175348421,0,No Failure
29.81435152505059,76.99183106146926,1583.4660180161966,69.18924739441056,10248.318797824615,0,No Failure
24.639785672773954,60.074753296029755,1339.5318548506568,67.03566499093313,3836.5544992722675,0,No Failure
28.834930916995166,63.92890455513824,2361.6545679142473,56.11062581994451,3838.649567062345,0,No Failure
25.38750762000599,67.8042711318477,2298.997400572393,63.582883873932204,8153.9243277813885,0,No Failure
21.4281415694256,63.831251313742925,2339.391790124102,64.41435449621638,1329.1508933955254,0,No Failure
24.554583813224546,70.12027358500364,2165.08703624306,62.51284244876041,3374.060530821362,0,No Failure
29.671492058850387,69.87735525000998,1312.1884202317099,61.470330416543604,9088.491699695025,0,No Failure
26.67852147276562,70.49557544910328,2066.6739793569354,55.216643341992096,1399.923287685625,0,No Failure
20.3071958600504,73.43857093444838,1430.6238181478755,54.41976452971029,2042.3731824220965,0,No Failure
26.851764545775268,60.71519465020454,1620.6013462281967,69.2456631803536,4418.669727476214,0,No Failure
23.209108046078164,62.824688884066134,1576.2123863145953,57.49785841060365,1402.9691360311847,0,No Failure
21.671573213285875,64.13556436306328,1201.530584263798,69.55494003268592,4650.699559007973,0,No Failure
20.239763097752167,60.49236969799626,2077.663129383825,63.339686457872915,5294.476609608938,0,No Failure
22.13549085390907,64.93784425041788,2346.4955134527863,54.2806406472776,6695.238734022422,0,No Failure
28.115982240815974,61.83894968540315,2340.9010690376663,58.022665850932526,9997.627814989442,0,No Failure
28.957509431628623,64.30520934237734,1418.2727095442538,54.3126594129936,8705.888770872398,0,No Failure
27.008555455953793,79.72994806001117,1900.8809045920984,59.86020968067353,8538.783707596089,0,No Failure
23.869550534463784,60.297886889598495,1617.3524231982478,56.71434014241349,8713.324493561096,0,No Failure
21.855485613590034,73.1285910014577,1319.046268707923,63.36471783358748,1622.610909587448,0,No Failure
28.32110756811411,79.8441389480106,1494.774937416498,67.64496378978805,5242.459662440348,0,No Failure
21.821329844590345,65.63319892538354,1937.9927575765846,65.06002160691651,3301.765590917149,0,No Failure
22.367808529890212,63.740828131713236,1728.1369459735836,59.06090128830129,3410.9068270788694,0,No Failure
21.53342507065764,65.52242778062868,2483.701211054934,60.46108838736952,5216.162227830037,0,No Failure
25.18858981051023,73.09260502156985,2176.0972608186134,59.86713567277698,1774.9861801043726,0,No Failure
23.1502947730078,67.17899306418809,2020.1746691773842,56.84947015713048,1768.0745094272997,0,No Failure
28.700864552852487,65.08050660543364,1221.5093857590423,61.165530251757204,443.0065997473611,0,No Failure
28.08661092180473,72.67553152031151,2052.8314066359458,58.087248885966716,3936.933470386762,0,No Failure
25.377822851207124,75.33711563024491,1451.6036508003249,52.11014748002326,11950.033358432269,0,No Failure
20.56804865135835,71.22978946512853,2083.441248428137,69.78688661194919,9845.68369300104,0,No Failure
22.520132704645903,72.9608263763257,2156.2537905672966,66.14941226212449,6851.878038700593,0,No Failure
21.670424755882376,63.365732718636075,2063.52162726848,54.526079766309564,8314.075062065993,0,No Failure
24.565271868049628,64.30289525769768,2317.0399332615825,63.30895330319679,10105.826733041533,0,No Failure
26.406763721891664,68.13315841825082,1021.5214123678936,66.06368792046052,4989.842265868881,0,No Failure
27.273065293575534,77.60021903084225,1244.5125566704116,51.54554115245986,1839.1705738181727,0,No Failure
26.050509412692453,71.20315540596278,1559.6841126090508,55.97614098695409,753.417153257009,0,No Failure
29.9521900367889,71.63473997735613,1453.7709107292385,69.56016534705884,2021.5565514743585,0,No Failure
24.661220781288108,65.10550234151052,2331.6022079858676,56.341362774778496,9551.275868872572,0,No Failure
24.66666104938588,71.64474871046855,2342.6288884187297,53.56882758665812,3473.9442206360295,0,No Failure
20.785881423954564,68.38285490144955,2458.5725623399626,65.51569770576246,10443.77299521219,0,No Failure
23.897605950671185,73.94072293945007,2288.9231046659006,59.73710021626243,5806.474453727556,0,No Failure
23.98205862889009,72.41550520976762,1155.3868096789927,66.71444973955306,1078.754922113263,0,No Failure
22.683724174740618,71.97730856558084,1395.7009416459375,65.90478293173307,11437.096842888106,0,No Failure
26.478328533580086,62.39919420787726,2451.716860232442,52.1698581013939,9761.812302977392,0,No Failure
26.32741444152476,61.90525069420984,1209.6531898716028,60.02171646743774,2406.4829045463784,0,No Failure
